index,statefips,countyfips,avghouseholdsize,geography
1757,38,7,2.25,"Billings County, North Dakota"
1758,38,9,2.09,"Bottineau County, North Dakota"
1759,38,11,2.28,"Bowman County, North Dakota"
1760,38,13,2.25,"Burke County, North Dakota"
1761,38,15,2.3,"Burleigh County, North Dakota"
1762,38,17,2.29,"Cass County, North Dakota"
1763,38,19,2.17,"Cavalier County, North Dakota"
1764,38,21,2.3,"Dickey County, North Dakota"
1765,38,23,2.07,"Divide County, North Dakota"
1766,38,25,2.6,"Dunn County, North Dakota"
1767,38,27,2.15,"Eddy County, North Dakota"
1768,38,29,2.13,"Emmons County, North Dakota"
1769,38,31,2.22,"Foster County, North Dakota"
1770,38,33,2.19,"Golden Valley County, North Dakota"
1771,38,35,2.25,"Grand Forks County, North Dakota"
1772,38,37,2.05,"Grant County, North Dakota"
1773,38,39,2.16,"Griggs County, North Dakota"
1774,38,41,2.25,"Hettinger County, North Dakota"
1775,38,43,2.24,"Kidder County, North Dakota"
1776,38,45,2.2,"LaMoure County, North Dakota"
1777,38,47,2.12,"Logan County, North Dakota"
1778,38,49,2.2,"McHenry County, North Dakota"
1779,38,51,2.06,"McIntosh County, North Dakota"
1780,38,53,2.93,"McKenzie County, North Dakota"
1781,38,55,2.18,"McLean County, North Dakota"
1782,38,57,2.31,"Mercer County, North Dakota"
1783,38,59,2.3,"Morton County, North Dakota"
1784,38,61,2.83,"Mountrail County, North Dakota"
1785,38,63,1.95,"Nelson County, North Dakota"
1786,38,65,2.3,"Oliver County, North Dakota"
1787,38,67,2.14,"Pembina County, North Dakota"
1788,38,69,2.08,"Pierce County, North Dakota"
1789,38,71,2.2,"Ramsey County, North Dakota"
1790,38,73,2.25,"Ransom County, North Dakota"
1791,38,75,2.46,"Renville County, North Dakota"
1792,38,77,2.28,"Richland County, North Dakota"
1793,38,79,3.0,"Rolette County, North Dakota"
1794,38,81,2.22,"Sargent County, North Dakota"
1795,38,83,2.05,"Sheridan County, North Dakota"
1796,38,85,3.93,"Sioux County, North Dakota"
1797,38,87,2.09,"Slope County, North Dakota"
1798,38,89,2.44,"Stark County, North Dakota"
1799,38,91,2.09,"Steele County, North Dakota"
1800,38,93,2.15,"Stutsman County, North Dakota"
1801,38,95,2.25,"Towner County, North Dakota"
1802,38,97,2.35,"Traill County, North Dakota"
1803,38,99,2.15,"Walsh County, North Dakota"
1804,38,101,2.49,"Ward County, North Dakota"
1805,38,103,2.04,"Wells County, North Dakota"
1806,38,105,2.4,"Williams County, North Dakota"
1807,31,1,2.35,"Adams County, Nebraska"
1808,31,3,2.27,"Antelope County, Nebraska"
1809,31,5,2.49,"Arthur County, Nebraska"
1810,31,7,2.42,"Banner County, Nebraska"
1811,31,9,2.39,"Blaine County, Nebraska"
1812,31,11,2.37,"Boone County, Nebraska"
1813,31,13,2.31,"Box Butte County, Nebraska"
1814,31,15,2.15,"Boyd County, Nebraska"
1815,31,17,2.0,"Brown County, Nebraska"
1816,31,19,2.49,"Buffalo County, Nebraska"
1817,31,21,2.33,"Burt County, Nebraska"
1818,31,23,2.26,"Butler County, Nebraska"
1819,31,25,2.57,"Cass County, Nebraska"
1820,31,27,2.39,"Cedar County, Nebraska"
1821,31,29,2.25,"Chase County, Nebraska"
1822,31,31,2.14,"Cherry County, Nebraska"
1823,31,33,2.27,"Cheyenne County, Nebraska"
1824,31,35,2.4,"Clay County, Nebraska"
1825,31,37,2.87,"Colfax County, Nebraska"
1826,31,39,2.41,"Cuming County, Nebraska"
1827,31,41,2.25,"Custer County, Nebraska"
1828,31,43,2.81,"Dakota County, Nebraska"
1829,31,45,2.22,"Dawes County, Nebraska"
1830,31,47,2.71,"Dawson County, Nebraska"
1831,31,49,2.34,"Deuel County, Nebraska"
1832,31,51,2.51,"Dixon County, Nebraska"
1833,31,53,2.37,"Dodge County, Nebraska"
1834,31,55,2.52,"Douglas County, Nebraska"
1835,31,57,2.18,"Dundy County, Nebraska"
1836,31,59,2.22,"Fillmore County, Nebraska"
1837,31,61,2.15,"Franklin County, Nebraska"
1838,31,63,2.25,"Frontier County, Nebraska"
1839,31,65,2.11,"Furnas County, Nebraska"
1840,31,67,2.3,"Gage County, Nebraska"
1841,31,69,2.1,"Garden County, Nebraska"
1842,31,71,2.1,"Garfield County, Nebraska"
1843,31,73,2.46,"Gosper County, Nebraska"
1844,31,75,2.42,"Grant County, Nebraska"
1845,31,77,2.46,"Greeley County, Nebraska"
1846,31,79,2.67,"Hall County, Nebraska"
1847,31,81,2.45,"Hamilton County, Nebraska"
1848,31,83,2.19,"Harlan County, Nebraska"
1849,31,85,2.25,"Hayes County, Nebraska"
1850,31,87,2.12,"Hitchcock County, Nebraska"
1851,31,89,2.25,"Holt County, Nebraska"
1852,31,91,1.97,"Hooker County, Nebraska"
1853,31,93,2.47,"Howard County, Nebraska"
1854,31,95,2.18,"Jefferson County, Nebraska"
1855,31,97,2.13,"Johnson County, Nebraska"
1856,31,99,2.34,"Kearney County, Nebraska"
1857,31,101,2.06,"Keith County, Nebraska"
1858,31,103,2.07,"Keya Paha County, Nebraska"
1859,31,105,2.33,"Kimball County, Nebraska"
1860,31,107,2.24,"Knox County, Nebraska"
1861,31,109,2.42,"Lancaster County, Nebraska"
1862,31,111,2.34,"Lincoln County, Nebraska"
1863,31,113,2.33,"Logan County, Nebraska"
1864,31,115,2.12,"Loup County, Nebraska"
1865,31,117,2.18,"McPherson County, Nebraska"
1866,31,119,2.43,"Madison County, Nebraska"
1867,31,121,2.28,"Merrick County, Nebraska"
1868,31,123,2.38,"Morrill County, Nebraska"
1869,31,125,2.25,"Nance County, Nebraska"
1870,31,127,2.31,"Nemaha County, Nebraska"
1871,31,129,2.08,"Nuckolls County, Nebraska"
1872,31,131,2.41,"Otoe County, Nebraska"
1873,31,133,2.13,"Pawnee County, Nebraska"
1874,31,135,2.32,"Perkins County, Nebraska"
1875,31,137,2.4,"Phelps County, Nebraska"
1876,31,139,2.4,"Pierce County, Nebraska"
1877,31,141,2.53,"Platte County, Nebraska"
1878,31,143,2.37,"Polk County, Nebraska"
1879,31,145,2.27,"Red Willow County, Nebraska"
1880,31,147,2.14,"Richardson County, Nebraska"
1881,31,149,1.94,"Rock County, Nebraska"
1882,31,151,2.61,"Saline County, Nebraska"
1883,31,153,2.71,"Sarpy County, Nebraska"
1884,31,155,2.56,"Saunders County, Nebraska"
1885,31,157,2.42,"Scotts Bluff County, Nebraska"
1886,31,159,2.46,"Seward County, Nebraska"
1887,31,161,2.29,"Sheridan County, Nebraska"
1888,31,163,2.21,"Sherman County, Nebraska"
1889,31,165,2.28,"Sioux County, Nebraska"
1890,31,167,2.61,"Stanton County, Nebraska"
1891,31,169,2.15,"Thayer County, Nebraska"
1892,31,171,2.25,"Thomas County, Nebraska"
1893,31,173,3.3,"Thurston County, Nebraska"
1894,31,175,2.21,"Valley County, Nebraska"
1895,31,177,2.48,"Washington County, Nebraska"
1896,31,179,2.33,"Wayne County, Nebraska"
1897,31,181,2.31,"Webster County, Nebraska"
1898,31,183,2.18,"Wheeler County, Nebraska"
1899,31,185,2.31,"York County, Nebraska"
1900,33,1,2.42,"Belknap County, New Hampshire"
1901,33,3,2.22,"Carroll County, New Hampshire"
1902,33,5,2.34,"Cheshire County, New Hampshire"
1903,33,7,2.13,"Coos County, New Hampshire"
1904,33,9,2.35,"Grafton County, New Hampshire"
1905,33,11,2.55,"Hillsborough County, New Hampshire"
1906,33,13,2.49,"Merrimack County, New Hampshire"
1907,33,15,2.51,"Rockingham County, New Hampshire"
1908,33,17,2.48,"Strafford County, New Hampshire"
1909,33,19,2.44,"Sullivan County, New Hampshire"
1910,34,1,2.64,"Atlantic County, New Jersey"
1911,34,3,2.73,"Bergen County, New Jersey"
1912,34,5,2.66,"Burlington County, New Jersey"
1913,34,7,2.71,"Camden County, New Jersey"
1914,34,9,2.3,"Cape May County, New Jersey"
1915,34,11,2.86,"Cumberland County, New Jersey"
1916,34,13,2.77,"Essex County, New Jersey"
1917,34,15,2.74,"Gloucester County, New Jersey"
1918,34,17,2.63,"Hudson County, New Jersey"
1919,34,19,2.6,"Hunterdon County, New Jersey"
1920,34,21,2.69,"Mercer County, New Jersey"
1921,34,23,2.85,"Middlesex County, New Jersey"
1922,34,25,2.67,"Monmouth County, New Jersey"
1923,34,27,2.72,"Morris County, New Jersey"
1924,34,29,2.59,"Ocean County, New Jersey"
1925,34,31,3.09,"Passaic County, New Jersey"
1926,34,33,2.61,"Salem County, New Jersey"
1927,34,35,2.81,"Somerset County, New Jersey"
1928,34,37,2.67,"Sussex County, New Jersey"
1929,34,39,2.91,"Union County, New Jersey"
1930,34,41,2.52,"Warren County, New Jersey"
1931,35,1,2.52,"Bernalillo County, New Mexico"
1932,35,3,2.44,"Catron County, New Mexico"
1933,35,5,2.72,"Chaves County, New Mexico"
1934,35,6,2.98,"Cibola County, New Mexico"
1935,35,7,2.26,"Colfax County, New Mexico"
1936,35,9,2.72,"Curry County, New Mexico"
1937,35,11,3.84,"De Baca County, New Mexico"
1938,35,13,2.8,"Doña Ana County, New Mexico"
1939,35,15,2.66,"Eddy County, New Mexico"
1940,35,17,2.37,"Grant County, New Mexico"
1941,35,19,3.28,"Guadalupe County, New Mexico"
1942,35,21,2.99,"Harding County, New Mexico"
1943,35,23,2.47,"Hidalgo County, New Mexico"
1944,35,25,3.08,"Lea County, New Mexico"
1945,35,27,2.33,"Lincoln County, New Mexico"
1946,35,28,2.34,"Los Alamos County, New Mexico"
1947,35,29,2.7,"Luna County, New Mexico"
1948,35,31,3.97,"McKinley County, New Mexico"
1949,35,33,2.81,"Mora County, New Mexico"
1950,35,35,2.63,"Otero County, New Mexico"
1951,35,37,2.59,"Quay County, New Mexico"
1952,35,39,2.86,"Rio Arriba County, New Mexico"
1953,35,41,2.62,"Roosevelt County, New Mexico"
1954,35,43,2.83,"Sandoval County, New Mexico"
1955,35,45,3.04,"San Juan County, New Mexico"
1956,35,47,2.51,"San Miguel County, New Mexico"
1957,35,49,2.35,"Santa Fe County, New Mexico"
1958,35,51,2.25,"Sierra County, New Mexico"
1959,35,53,3.43,"Socorro County, New Mexico"
1960,35,55,2.44,"Taos County, New Mexico"
1961,35,57,2.81,"Torrance County, New Mexico"
1962,35,59,2.39,"Union County, New Mexico"
1963,35,61,2.78,"Valencia County, New Mexico"
1964,32,1,2.51,"Churchill County, Nevada"
1965,32,3,2.78,"Clark County, Nevada"
1966,32,5,2.37,"Douglas County, Nevada"
1967,32,7,2.87,"Elko County, Nevada"
1968,32,9,2.35,"Esmeralda County, Nevada"
1969,32,11,2.17,"Eureka County, Nevada"
1970,32,13,2.74,"Humboldt County, Nevada"
1971,32,15,2.79,"Lander County, Nevada"
1972,32,17,2.55,"Lincoln County, Nevada"
1973,32,19,2.63,"Lyon County, Nevada"
1974,32,21,2.25,"Mineral County, Nevada"
1975,32,23,2.42,"Nye County, Nevada"
1976,32,27,2.29,"Pershing County, Nevada"
1977,32,29,2.2,"Storey County, Nevada"
1978,32,31,2.58,"Washoe County, Nevada"
1979,32,33,2.71,"White Pine County, Nevada"
1980,32,510,2.43,"Carson City, Nevada"
1981,36,1,2.35,"Albany County, New York"
1982,36,3,2.36,"Allegany County, New York"
1983,36,5,2.86,"Bronx County, New York"
1984,36,7,2.37,"Broome County, New York"
1985,36,9,2.41,"Cattaraugus County, New York"
1986,36,11,2.43,"Cayuga County, New York"
1987,36,13,2.36,"Chautauqua County, New York"
1988,36,15,2.35,"Chemung County, New York"
1989,36,17,2.49,"Chenango County, New York"
1990,36,19,2.32,"Clinton County, New York"
1991,36,21,2.37,"Columbia County, New York"
1992,36,23,2.54,"Cortland County, New York"
1993,36,25,2.31,"Delaware County, New York"
1994,36,27,2.61,"Dutchess County, New York"
1995,36,29,2.33,"Erie County, New York"
1996,36,31,2.37,"Essex County, New York"
1997,36,33,2.36,"Franklin County, New York"
1998,36,35,2.4,"Fulton County, New York"
1999,36,37,2.45,"Genesee County, New York"
2000,36,39,2.55,"Greene County, New York"
2001,36,41,3.38,"Hamilton County, New York"
2002,36,43,2.4,"Herkimer County, New York"
2003,36,45,2.54,"Jefferson County, New York"
2004,36,47,2.74,"Kings County, New York"
2005,36,49,2.54,"Lewis County, New York"
2006,36,51,2.42,"Livingston County, New York"
2007,36,53,2.55,"Madison County, New York"
2008,36,55,2.41,"Monroe County, New York"
2009,36,57,2.5,"Montgomery County, New York"
2010,36,59,3.03,"Nassau County, New York"
2011,36,61,2.09,"New York County, New York"
2012,36,63,2.39,"Niagara County, New York"
2013,36,65,2.43,"Oneida County, New York"
2014,36,67,2.43,"Onondaga County, New York"
2015,36,69,2.38,"Ontario County, New York"
2016,36,71,2.9,"Orange County, New York"
2017,36,73,2.43,"Orleans County, New York"
2018,36,75,2.57,"Oswego County, New York"
2019,36,77,2.36,"Otsego County, New York"
2020,36,79,2.84,"Putnam County, New York"
2021,36,81,2.91,"Queens County, New York"
2022,36,83,2.43,"Rensselaer County, New York"
2023,36,85,2.81,"Richmond County, New York"
2024,36,87,3.17,"Rockland County, New York"
2025,36,89,2.42,"St. Lawrence County, New York"
2026,36,91,2.44,"Saratoga County, New York"
2027,36,93,2.65,"Schenectady County, New York"
2028,36,95,2.46,"Schoharie County, New York"
2029,36,97,2.35,"Schuyler County, New York"
2030,36,99,2.37,"Seneca County, New York"
2031,36,101,2.36,"Steuben County, New York"
2032,36,103,2.98,"Suffolk County, New York"
2033,36,105,2.54,"Sullivan County, New York"
2034,36,107,2.5,"Tioga County, New York"
2035,36,109,2.35,"Tompkins County, New York"
2036,36,111,2.44,"Ulster County, New York"
2037,36,113,2.4,"Warren County, New York"
2038,36,115,2.45,"Washington County, New York"
2039,36,117,2.48,"Wayne County, New York"
2040,36,119,2.75,"Westchester County, New York"
2041,36,121,2.38,"Wyoming County, New York"
2042,36,123,2.46,"Yates County, New York"
2043,39,1,2.56,"Adams County, Ohio"
2044,39,3,2.53,"Allen County, Ohio"
2045,39,5,2.5,"Ashland County, Ohio"
2046,39,7,2.48,"Ashtabula County, Ohio"
2047,39,9,2.47,"Athens County, Ohio"
2048,39,11,2.49,"Auglaize County, Ohio"
2049,39,13,2.35,"Belmont County, Ohio"
2050,39,15,2.62,"Brown County, Ohio"
2051,39,17,2.68,"Butler County, Ohio"
2052,39,19,2.54,"Carroll County, Ohio"
2053,39,21,2.53,"Champaign County, Ohio"
2054,39,23,2.44,"Clark County, Ohio"
2055,39,25,2.65,"Clermont County, Ohio"
2056,39,27,2.53,"Clinton County, Ohio"
2057,39,29,2.43,"Columbiana County, Ohio"
2058,39,31,2.53,"Coshocton County, Ohio"
2059,39,33,2.37,"Crawford County, Ohio"
2060,39,35,2.31,"Cuyahoga County, Ohio"
2061,39,37,2.48,"Darke County, Ohio"
2062,39,39,2.49,"Defiance County, Ohio"
2063,39,41,2.78,"Delaware County, Ohio"
2064,39,43,2.35,"Erie County, Ohio"
2065,39,45,2.66,"Fairfield County, Ohio"
2066,39,47,2.44,"Fayette County, Ohio"
2067,39,49,2.47,"Franklin County, Ohio"
2068,39,51,2.59,"Fulton County, Ohio"
2069,39,53,2.56,"Gallia County, Ohio"
2070,39,55,2.67,"Geauga County, Ohio"
2071,39,57,2.41,"Greene County, Ohio"
2072,39,59,2.51,"Guernsey County, Ohio"
2073,39,61,2.37,"Hamilton County, Ohio"
2074,39,63,2.37,"Hancock County, Ohio"
2075,39,65,2.55,"Hardin County, Ohio"
2076,39,67,2.45,"Harrison County, Ohio"
2077,39,69,2.52,"Henry County, Ohio"
2078,39,71,2.55,"Highland County, Ohio"
2079,39,73,2.48,"Hocking County, Ohio"
2080,39,75,3.36,"Holmes County, Ohio"
2081,39,77,2.58,"Huron County, Ohio"
2082,39,79,2.5,"Jackson County, Ohio"
2083,39,81,2.35,"Jefferson County, Ohio"
2084,39,83,2.53,"Knox County, Ohio"
2085,39,85,2.39,"Lake County, Ohio"
2086,39,87,2.6,"Lawrence County, Ohio"
2087,39,89,2.57,"Licking County, Ohio"
2088,39,91,2.42,"Logan County, Ohio"
2089,39,93,2.5,"Lorain County, Ohio"
2090,39,95,2.4,"Lucas County, Ohio"
2091,39,97,2.57,"Madison County, Ohio"
2092,39,99,2.32,"Mahoning County, Ohio"
2093,39,101,2.43,"Marion County, Ohio"
2094,39,103,2.63,"Medina County, Ohio"
2095,39,105,2.49,"Meigs County, Ohio"
2096,39,107,2.54,"Mercer County, Ohio"
2097,39,109,2.49,"Miami County, Ohio"
2098,39,111,2.37,"Monroe County, Ohio"
2099,39,113,2.32,"Montgomery County, Ohio"
2100,39,115,2.41,"Morgan County, Ohio"
2101,39,117,2.73,"Morrow County, Ohio"
2102,39,119,2.45,"Muskingum County, Ohio"
2103,39,121,2.45,"Noble County, Ohio"
2104,39,123,2.33,"Ottawa County, Ohio"
2105,39,125,2.48,"Paulding County, Ohio"
2106,39,127,2.59,"Perry County, Ohio"
2107,39,129,2.68,"Pickaway County, Ohio"
2108,39,131,2.55,"Pike County, Ohio"
2109,39,133,2.54,"Portage County, Ohio"
2110,39,135,2.56,"Preble County, Ohio"
2111,39,137,2.6,"Putnam County, Ohio"
2112,39,139,2.4,"Richland County, Ohio"
2113,39,141,2.52,"Ross County, Ohio"
2114,39,143,2.49,"Sandusky County, Ohio"
2115,39,145,2.5,"Scioto County, Ohio"
2116,39,147,2.45,"Seneca County, Ohio"
2117,39,149,2.62,"Shelby County, Ohio"
2118,39,151,2.43,"Stark County, Ohio"
2119,39,153,2.41,"Summit County, Ohio"
2120,39,155,2.33,"Trumbull County, Ohio"
2121,39,157,2.49,"Tuscarawas County, Ohio"
2122,39,159,2.73,"Union County, Ohio"
2123,39,161,2.49,"Van Wert County, Ohio"
2124,39,163,2.63,"Vinton County, Ohio"
2125,39,165,2.73,"Warren County, Ohio"
2126,39,167,2.38,"Washington County, Ohio"
2127,39,169,2.6,"Wayne County, Ohio"
2128,39,171,2.39,"Williams County, Ohio"
2129,39,173,2.44,"Wood County, Ohio"
2130,39,175,2.38,"Wyandot County, Ohio"
2131,40,1,2.78,"Adair County, Oklahoma"
2132,40,3,2.28,"Alfalfa County, Oklahoma"
2133,40,5,2.37,"Atoka County, Oklahoma"
2134,40,7,2.7,"Beaver County, Oklahoma"
2135,40,9,2.87,"Beckham County, Oklahoma"
2136,40,11,2.25,"Blaine County, Oklahoma"
2137,40,13,2.58,"Bryan County, Oklahoma"
2138,40,15,2.77,"Caddo County, Oklahoma"
2139,40,17,2.88,"Canadian County, Oklahoma"
2140,40,19,2.67,"Carter County, Oklahoma"
2141,40,21,2.81,"Cherokee County, Oklahoma"
2142,40,23,2.52,"Choctaw County, Oklahoma"
2143,40,25,2.28,"Cimarron County, Oklahoma"
2144,40,27,2.59,"Cleveland County, Oklahoma"
2145,40,29,2.51,"Coal County, Oklahoma"
2146,40,31,2.69,"Comanche County, Oklahoma"
2147,40,33,2.48,"Cotton County, Oklahoma"
2148,40,35,2.52,"Craig County, Oklahoma"
2149,40,37,2.67,"Creek County, Oklahoma"
2150,40,39,2.63,"Custer County, Oklahoma"
2151,40,41,2.47,"Delaware County, Oklahoma"
2152,40,43,2.57,"Dewey County, Oklahoma"
2153,40,45,2.38,"Ellis County, Oklahoma"
2154,40,47,2.52,"Garfield County, Oklahoma"
2155,40,49,2.57,"Garvin County, Oklahoma"
2156,40,51,2.7,"Grady County, Oklahoma"
2157,40,53,2.26,"Grant County, Oklahoma"
2158,40,55,2.3,"Greer County, Oklahoma"
2159,40,57,2.35,"Harmon County, Oklahoma"
2160,40,59,2.57,"Harper County, Oklahoma"
2161,40,61,2.6,"Haskell County, Oklahoma"
2162,40,63,2.7,"Hughes County, Oklahoma"
2163,40,65,2.48,"Jackson County, Oklahoma"
2164,40,67,2.5,"Jefferson County, Oklahoma"
2165,40,69,2.58,"Johnston County, Oklahoma"
2166,40,71,2.46,"Kay County, Oklahoma"
2167,40,73,2.64,"Kingfisher County, Oklahoma"
2168,40,75,2.31,"Kiowa County, Oklahoma"
2169,40,77,2.5,"Latimer County, Oklahoma"
2170,40,79,2.67,"Le Flore County, Oklahoma"
2171,40,81,2.58,"Lincoln County, Oklahoma"
2172,40,83,2.83,"Logan County, Oklahoma"
2173,40,85,2.98,"Love County, Oklahoma"
2174,40,87,2.74,"McClain County, Oklahoma"
2175,40,89,2.53,"McCurtain County, Oklahoma"
2176,40,91,2.38,"McIntosh County, Oklahoma"
2177,40,93,2.49,"Major County, Oklahoma"
2178,40,95,2.64,"Marshall County, Oklahoma"
2179,40,97,2.56,"Mayes County, Oklahoma"
2180,40,99,2.5,"Murray County, Oklahoma"
2181,40,101,2.53,"Muskogee County, Oklahoma"
2182,40,103,2.41,"Noble County, Oklahoma"
2183,40,105,2.56,"Nowata County, Oklahoma"
2184,40,107,2.72,"Okfuskee County, Oklahoma"
2185,40,109,2.53,"Oklahoma County, Oklahoma"
2186,40,111,2.53,"Okmulgee County, Oklahoma"
2187,40,113,2.55,"Osage County, Oklahoma"
2188,40,115,2.58,"Ottawa County, Oklahoma"
2189,40,117,2.6,"Pawnee County, Oklahoma"
2190,40,119,2.36,"Payne County, Oklahoma"
2191,40,121,2.36,"Pittsburg County, Oklahoma"
2192,40,123,2.52,"Pontotoc County, Oklahoma"
2193,40,125,2.61,"Pottawatomie County, Oklahoma"
2194,40,127,2.34,"Pushmataha County, Oklahoma"
2195,40,129,2.8,"Roger Mills County, Oklahoma"
2196,40,131,2.64,"Rogers County, Oklahoma"
2197,40,133,2.7,"Seminole County, Oklahoma"
2198,40,135,2.64,"Sequoyah County, Oklahoma"
2199,40,137,2.48,"Stephens County, Oklahoma"
2200,40,139,2.93,"Texas County, Oklahoma"
2201,40,141,2.4,"Tillman County, Oklahoma"
2202,40,143,2.5,"Tulsa County, Oklahoma"
2203,40,145,2.74,"Wagoner County, Oklahoma"
2204,40,147,2.43,"Washington County, Oklahoma"
2205,40,149,2.46,"Washita County, Oklahoma"
2206,40,151,2.37,"Woods County, Oklahoma"
2207,40,153,2.7,"Woodward County, Oklahoma"
2208,41,1,2.16,"Baker County, Oregon"
2209,41,3,2.4,"Benton County, Oregon"
2210,41,5,2.59,"Clackamas County, Oregon"
2211,41,7,2.32,"Clatsop County, Oregon"
2212,41,9,2.6,"Columbia County, Oregon"
2213,41,11,2.38,"Coos County, Oregon"
2214,41,13,2.29,"Crook County, Oregon"
2215,41,15,2.11,"Curry County, Oregon"
2216,41,17,2.49,"Deschutes County, Oregon"
2217,41,19,2.41,"Douglas County, Oregon"
2218,41,21,2.24,"Gilliam County, Oregon"
2219,41,23,2.26,"Grant County, Oregon"
2220,41,25,2.32,"Harney County, Oregon"
2221,41,27,2.66,"Hood River County, Oregon"
2222,41,29,2.45,"Jackson County, Oregon"
2223,41,31,2.76,"Jefferson County, Oregon"
2224,41,33,2.38,"Josephine County, Oregon"
2225,41,35,2.39,"Klamath County, Oregon"
2226,41,37,2.08,"Lake County, Oregon"
2227,41,39,2.39,"Lane County, Oregon"
2228,41,41,2.22,"Lincoln County, Oregon"
2229,41,43,2.61,"Linn County, Oregon"
2230,41,45,2.62,"Malheur County, Oregon"
2231,41,47,2.75,"Marion County, Oregon"
2232,41,49,2.96,"Morrow County, Oregon"
2233,41,51,2.41,"Multnomah County, Oregon"
2234,41,53,2.65,"Polk County, Oregon"
2235,41,55,2.22,"Sherman County, Oregon"
2236,41,57,2.45,"Tillamook County, Oregon"
2237,41,59,2.7,"Umatilla County, Oregon"
2238,41,61,2.46,"Union County, Oregon"
2239,41,63,2.18,"Wallowa County, Oregon"
2240,41,65,2.5,"Wasco County, Oregon"
2241,41,67,2.66,"Washington County, Oregon"
2242,41,69,1.97,"Wheeler County, Oregon"
2243,41,71,2.78,"Yamhill County, Oregon"
2244,42,1,2.55,"Adams County, Pennsylvania"
2245,42,3,2.26,"Allegheny County, Pennsylvania"
2246,42,5,2.36,"Armstrong County, Pennsylvania"
2247,42,7,2.38,"Beaver County, Pennsylvania"
2248,42,9,2.43,"Bedford County, Pennsylvania"
2249,42,11,2.61,"Berks County, Pennsylvania"
2250,42,13,2.41,"Blair County, Pennsylvania"
2251,42,15,2.52,"Bradford County, Pennsylvania"
2252,42,17,2.65,"Bucks County, Pennsylvania"
2253,42,19,2.42,"Butler County, Pennsylvania"
2254,42,21,2.28,"Cambria County, Pennsylvania"
2255,42,23,2.2,"Cameron County, Pennsylvania"
2256,42,25,2.48,"Carbon County, Pennsylvania"
2257,42,27,2.47,"Centre County, Pennsylvania"
2258,42,29,2.66,"Chester County, Pennsylvania"
2259,42,31,2.39,"Clarion County, Pennsylvania"
2260,42,33,2.38,"Clearfield County, Pennsylvania"
2261,42,35,2.52,"Clinton County, Pennsylvania"
2262,42,37,2.4,"Columbia County, Pennsylvania"
2263,42,39,2.42,"Crawford County, Pennsylvania"
2264,42,41,2.38,"Cumberland County, Pennsylvania"
2265,42,43,2.41,"Dauphin County, Pennsylvania"
2266,42,45,2.65,"Delaware County, Pennsylvania"
2267,42,47,2.34,"Elk County, Pennsylvania"
2268,42,49,2.43,"Erie County, Pennsylvania"
2269,42,51,2.41,"Fayette County, Pennsylvania"
2270,42,53,1.86,"Forest County, Pennsylvania"
2271,42,55,2.56,"Franklin County, Pennsylvania"
2272,42,57,2.46,"Fulton County, Pennsylvania"
2273,42,59,2.33,"Greene County, Pennsylvania"
2274,42,61,2.36,"Huntingdon County, Pennsylvania"
2275,42,63,2.41,"Indiana County, Pennsylvania"
2276,42,65,2.38,"Jefferson County, Pennsylvania"
2277,42,67,2.61,"Juniata County, Pennsylvania"
2278,42,69,2.41,"Lackawanna County, Pennsylvania"
2279,42,71,2.64,"Lancaster County, Pennsylvania"
2280,42,73,2.38,"Lawrence County, Pennsylvania"
2281,42,75,2.54,"Lebanon County, Pennsylvania"
2282,42,77,2.6,"Lehigh County, Pennsylvania"
2283,42,79,2.39,"Luzerne County, Pennsylvania"
2284,42,81,2.42,"Lycoming County, Pennsylvania"
2285,42,83,2.29,"McKean County, Pennsylvania"
2286,42,85,2.37,"Mercer County, Pennsylvania"
2287,42,87,2.46,"Mifflin County, Pennsylvania"
2288,42,89,2.89,"Monroe County, Pennsylvania"
2289,42,91,2.57,"Montgomery County, Pennsylvania"
2290,42,93,2.41,"Montour County, Pennsylvania"
2291,42,95,2.56,"Northampton County, Pennsylvania"
2292,42,97,2.27,"Northumberland County, Pennsylvania"
2293,42,99,2.49,"Perry County, Pennsylvania"
2294,42,101,2.59,"Philadelphia County, Pennsylvania"
2295,42,103,2.66,"Pike County, Pennsylvania"
2296,42,105,2.57,"Potter County, Pennsylvania"
2297,42,107,2.38,"Schuylkill County, Pennsylvania"
2298,42,109,2.62,"Snyder County, Pennsylvania"
2299,42,111,2.42,"Somerset County, Pennsylvania"
2300,42,113,2.22,"Sullivan County, Pennsylvania"
2301,42,115,2.41,"Susquehanna County, Pennsylvania"
2302,42,117,2.47,"Tioga County, Pennsylvania"
2303,42,119,2.38,"Union County, Pennsylvania"
2304,42,121,2.38,"Venango County, Pennsylvania"
2305,42,123,2.35,"Warren County, Pennsylvania"
2306,42,125,2.42,"Washington County, Pennsylvania"
2307,42,127,2.47,"Wayne County, Pennsylvania"
2308,42,129,2.33,"Westmoreland County, Pennsylvania"
2309,42,131,2.52,"Wyoming County, Pennsylvania"
2310,42,133,2.57,"York County, Pennsylvania"
2311,72,1,2.99,"Adjuntas Municipio, Puerto Rico"
2312,72,3,3.09,"Aguada Municipio, Puerto Rico"
2313,72,5,2.69,"Aguadilla Municipio, Puerto Rico"
2314,72,7,3.1,"Aguas Buenas Municipio, Puerto Rico"
2315,72,9,2.85,"Aibonito Municipio, Puerto Rico"
2316,72,11,2.97,"Añasco Municipio, Puerto Rico"
